Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
8925,Firehouse Subs,7,7,6,7,6,7,7,6,7,6,6,6,6,7,7,7,6,6,6,6,6,7,6,6,6,7,6,7,6,7,7,6,7,7,6,6,6,6,6,7,6
8925,Jersey Mikes,7,6,7,6,7,7,7,7,7,6,7,6,6,7,6,7,6,7,6,6,6,6,7,7,6,7,6,7,7,6,6,6,7,6,6,6,7,7,6,7,7
8928,Subway,5,6,5,4,5,5,5,4,5,6,5,3,6,3,5,6,4,2,4,5,4,5,6,5,3,4,5,3,4,4,4,4,4,4,5,6,4,5,6,3,4
8928,McDonalds,7,6,7,5,4,3,5,5,3,6,5,4,5,6,6,5,5,5,4,5,6,5,4,6,5,5,5,5,6,4,4,3,4,4,5,5,5,5,4,5,5
8930,Subway,5,4,4,6,6,7,7,5,7,7,6,5,5,5,6,6,4,7,6,3,5,6,5,4,5,5,7,3,7,6,4,3,6,6,7,5,4,5,5,5,7
8930,Jimmy Johns,5,3,5,5,3,5,4,2,5,6,5,7,4,4,2,7,4,3,5,5,5,5,6,5,7,5,5,6,5,7,5,5,4,5,3,6,7,7,6,7,3
8958,Firehouse Subs,5,6,5,5,6,6,5,,3,6,6,,4,3,5,4,,5,3,5,6,4,2,7,5,6,2,,,6,4,6,4,6,6,5,6,6,,4,6
8958,Panera,5,6,6,5,6,6,5,,5,6,6,,4,4,4,5,4,6,4,5,5,2,4,6,5,6,3,,5,5,5,6,6,5,4,5,5,5,,5,6
9012,Chipotle,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9012,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9054,Jimmy Johns,6,7,5,6,6,6,6,6,6,7,7,6,6,6,6,5,5,6,5,6,6,6,7,6,6,7,6,5,6,7,6,6,7,5,6,6,7,6,7,6,5
9054,Panera,7,7,6,7,7,6,5,6,6,5,6,5,5,5,6,6,6,6,7,5,6,6,5,5,6,6,6,6,6,6,6,6,7,6,6,6,7,5,5,6,5
9057,Jersey Mikes,7,6,6,7,7,6,7,7,7,7,7,6,5,5,7,7,7,7,6,7,6,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7
9057,Panera,7,7,6,7,7,7,6,6,7,7,6,7,7,6,7,6,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6,7,7,7,7,6,6,5,6,7,6
9065,Subway,5,5,5,4,5,5,6,5,5,5,5,4,5,5,4,5,5,4,4,5,6,4,5,6,5,4,4,4,5,5,2,5,4,5,6,6,5,5,6,6,4
9065,McDonalds,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9098,Chipotle,5,7,6,4,7,5,6,6,6,6,7,5,5,5,7,7,5,5,7,5,7,7,6,5,5,7,6,6,7,7,6,5,5,7,6,6,4,5,6,6,5
9098,Firehouse Subs,5,7,6,7,5,7,7,6,7,5,7,7,6,6,6,7,7,6,7,7,7,6,7,7,6,7,7,5,7,7,6,7,5,5,6,6,7,7,6,6,6
9118,Chipotle,7,6,7,7,6,6,6,7,6,7,6,5,7,4,7,6,7,5,5,7,7,5,6,6,5,5,6,7,7,7,6,6,6,6,7,6,7,6,7,5,7
9118,Panera,7,7,6,7,6,5,6,5,5,7,6,5,6,7,7,7,6,7,6,6,6,5,7,5,7,6,7,7,7,7,6,7,5,6,7,7,7,6,5,6,7
9135,Firehouse Subs,4,4,5,5,4,3,5,4,5,5,5,6,3,3,4,5,4,6,6,5,4,4,4,4,6,4,4,4,5,4,5,4,4,4,5,4,4,5,3,5,5
9135,Jersey Mikes,4,5,6,4,4,6,3,6,5,3,5,6,5,4,4,3,4,6,4,5,4,5,5,3,5,4,4,4,5,4,5,5,6,4,3,3,4,5,4,5,5
9144,Subway,6,5,7,7,7,7,7,7,6,7,6,6,6,7,7,6,5,5,7,6,7,5,6,7,6,6,7,6,7,7,6,5,7,7,6,6,7,6,7,6,6
9144,Jimmy Johns,5,5,7,7,7,6,6,7,6,4,6,6,6,6,7,5,5,6,7,6,6,7,6,7,6,6,7,6,6,7,5,6,5,5,7,5,7,6,7,5,7
9159,Subway,5,5,5,4,5,5,4,4,4,5,4,4,5,4,5,6,5,5,4,5,6,4,5,4,5,5,5,4,6,6,5,5,5,5,5,5,5,5,6,4,5
9159,Firehouse Subs,6,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,6,6,4,5,6,5
9177,Firehouse Subs,5,5,5,4,4,4,4,4,4,5,4,,3,3,4,4,4,,5,4,4,5,5,7,7,,5,5,6,6,5,,,6,5,5,5,5,5,,5
9177,McDonalds,3,3,3,2,2,4,2,1,2,2,3,,2,2,2,2,2,1,3,1,3,2,2,4,2,1,5,,3,3,3,,,3,2,2,2,3,1,1,2
9194,Jimmy Johns,5,5,5,7,5,5,5,4,4,4,5,3,4,5,6,6,4,5,6,6,5,3,5,4,6,6,6,5,5,4,6,5,5,5,4,5,4,7,5,6,6
9194,McDonalds,6,6,4,6,5,5,5,6,6,5,4,7,6,7,5,5,6,5,6,5,4,6,5,5,5,5,5,6,6,6,6,5,7,5,7,6,6,4,5,5,7
9263,Jersey Mikes,7,7,7,6,7,6,7,4,7,7,7,7,7,4,5,7,2,2,7,7,7,7,7,7,7,6,6,6,7,7,7,5,4,6,7,7,7,7,7,4,7
9263,Panera,6,7,7,5,6,6,6,6,5,6,6,5,5,1,6,6,2,2,7,6,7,7,,7,7,5,7,7,7,7,7,5,6,5,7,7,6,6,7,4,7
9265,Chipotle,5,4,4,4,3,7,5,6,6,6,3,5,7,5,6,3,4,7,7,4,3,7,5,7,7,7,6,3,4,5,4,4,4,4,4,7,7,5,6,7,4
9265,Jersey Mikes,4,4,4,3,3,6,2,5,5,3,6,3,6,3,5,7,5,6,6,6,6,4,3,3,6,6,7,2,6,3,4,3,5,3,7,6,4,7,4,4,5
9280,Chipotle,7,7,7,7,6,7,7,7,7,6,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,6,7,6,6,7,5,6,,7,7
9280,Jimmy Johns,4,6,5,4,7,7,5,7,5,5,5,5,5,4,7,6,,,,5,7,5,4,7,6,,,,4,5,4,5,6,5,5,7,6,6,7,5,
9308,Chipotle,4,5,5,4,5,5,5,4,4,5,5,3,4,4,4,4,3,,4,5,5,5,5,6,4,4,4,,5,5,4,4,5,4,5,5,5,5,4,4,4
9308,Panera,1,2,2,,,,4,,,5,,,2,1,1,,,,,4,4,,,,4,,,,,4,4,4,,4,,4,,,5,,
9358,Jimmy Johns,7,6,6,7,6,6,7,7,7,7,7,6,6,6,7,6,7,6,7,7,7,7,7,7,6,7,6,7,7,6,7,7,7,7,6,7,7,6,6,7,6
9358,Panera,7,6,6,6,7,6,7,6,6,7,7,6,7,6,6,7,7,7,7,6,7,7,7,7,7,6,7,6,7,7,7,7,7,6,7,7,7,7,6,6,7
9397,Subway,5,5,6,6,6,6,6,6,6,6,5,4,5,6,5,5,7,5,4,4,6,5,6,7,5,5,4,6,5,4,4,4,,4,6,5,5,6,5,4,5
9397,McDonalds,5,5,5,6,5,6,5,5,4,4,5,4,5,6,5,5,6,5,4,5,6,4,3,6,5,6,5,,4,4,4,5,5,5,4,4,4,2,3,5,4
9414,Firehouse Subs,5,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,7,7,7,6
9414,Jersey Mikes,6,7,7,7,7,6,6,7,7,6,7,7,7,7,6,7,7,7,6,6,7,7,6,7,7,7,6,7,7,7,6,6,7,7,7,7,7,7,7,7,7
9431,Subway,7,7,4,7,6,7,6,7,6,6,7,6,5,7,,7,5,6,5,5,7,6,3,7,7,5,7,6,7,6,5,5,6,7,6,7,7,6,6,,6
9431,Firehouse Subs,5,5,5,6,6,7,7,7,6,7,6,6,7,5,7,5,7,7,6,7,6,7,5,6,7,6,7,6,6,6,7,6,7,7,7,6,6,7,7,6,6
9449,Firehouse Subs,6,7,6,7,7,7,7,7,6,6,6,6,6,7,6,6,7,6,6,6,6,7,6,7,7,7,6,7,7,7,7,7,7,6,6,6,7,6,6,6,6
9449,Jimmy Johns,6,7,7,7,6,7,7,6,7,6,7,7,6,7,6,6,7,7,7,6,6,6,6,6,6,7,6,6,6,7,7,7,6,6,6,7,6,6,7,7,7
9455,Chipotle,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9455,Panera,4,4,4,5,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
9497,Subway,5,5,6,4,7,4,4,5,3,4,5,5,,3,4,4,7,5,4,6,5,4,6,6,4,5,7,3,6,5,4,7,5,6,4,3,5,3,6,7,6
9497,Jersey Mikes,5,7,6,4,3,5,4,2,3,6,3,3,4,7,5,6,5,,4,4,6,5,3,4,5,4,5,4,5,3,5,5,4,4,4,5,5,3,4,4,4
9522,Subway,4,7,5,6,5,7,5,4,5,7,6,,5,5,5,4,,,5,5,7,5,7,7,6,,5,3,6,6,6,5,6,5,6,5,5,5,5,5,6
9522,McDonalds,5,7,6,6,6,5,,,,4,5,,4,4,5,4,5,,6,5,5,5,1,6,6,,7,,,5,5,3,4,4,3,2,1,4,,4,5
9526,Jersey Mikes,5,6,6,5,6,6,4,,5,6,6,,4,2,4,4,5,6,4,,7,,,6,,5,1,5,,,,,,,6,6,6,5,,5,4
9526,McDonalds,6,4,6,7,5,6,3,4,6,5,6,3,5,2,4,5,6,6,3,6,6,3,4,6,4,5,4,6,4,5,4,3,5,4,4,4,3,3,1,4,4
9546,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9546,Jersey Mikes,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7
9648,Chipotle,5,6,6,5,5,6,6,6,5,5,5,5,5,5,6,4,4,5,6,6,6,6,5,5,5,5,6,6,6,6,5,5,5,6,6,5,6,5,6,6,5
9648,McDonalds,7,7,7,6,7,6,5,7,6,6,6,5,6,7,5,6,5,6,6,6,7,6,5,6,7,6,7,7,6,6,7,7,7,7,6,7,7,6,7,7,6
9725,Firehouse Subs,6,5,6,6,6,6,6,6,6,7,7,7,7,6,6,7,7,7,7,6,7,5,6,7,6,7,7,7,7,7,6,6,6,7,6,7,7,6,6,5,6
9725,Jersey Mikes,6,7,6,6,6,7,6,6,6,6,7,6,6,6,6,7,6,7,7,7,7,6,6,7,6,6,6,6,6,6,7,6,6,7,6,6,7,6,6,6,6
9757,Jimmy Johns,7,7,7,7,6,6,6,7,7,7,7,7,6,6,7,6,7,7,7,7,6,7,6,7,6,6,6,6,6,7,7,6,7,6,6,6,7,6,6,6,7
9757,Panera,7,6,6,7,6,7,6,6,7,7,7,7,7,6,6,7,7,6,6,6,7,6,7,6,7,6,7,6,6,7,7,6,6,7,7,7,7,7,6,6,7
9773,Jersey Mikes,7,6,7,6,7,5,6,6,6,7,6,5,6,5,,,6,6,5,7,7,6,7,5,5,6,6,6,7,7,7,6,6,7,7,7,6,4,6,7,7
9773,McDonalds,6,6,6,7,6,7,6,6,5,6,7,6,7,6,7,6,7,7,6,6,7,6,6,6,7,6,7,7,5,7,6,7,6,7,6,6,7,6,6,7,6
9786,Subway,4,4,3,3,4,4,4,3,4,3,3,3,3,4,3,3,4,,4,4,4,3,4,4,4,4,4,,4,4,4,4,3,3,3,3,2,4,4,3,3
9786,Panera,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4
9798,Jimmy Johns,5,5,5,5,5,4,5,4,4,5,5,,4,3,4,4,4,,4,5,5,4,5,5,5,4,5,,,5,3,4,3,4,5,5,5,5,6,3,5
9798,McDonalds,2,2,1,1,3,3,2,3,2,3,5,,2,2,5,2,5,,3,5,4,4,3,4,3,5,4,,,5,4,5,2,4,2,2,2,2,2,3,2
9863,Subway,7,6,7,4,7,6,6,6,5,6,5,3,4,3,3,4,4,,6,6,7,4,6,6,6,3,6,4,6,4,5,3,4,3,6,6,6,6,7,4,4
9863,McDonalds,6,5,5,5,4,3,3,4,4,4,3,3,6,6,6,5,4,6,4,6,6,2,2,3,4,2,6,6,2,3,3,3,4,2,4,4,4,4,4,4,4
9875,Chipotle,2,3,1,1,1,3,2,2,3,3,3,4,3,3,3,3,4,4,2,3,2,2,3,2,1,4,4,3,4,4,4,4,4,4,3,3,2,3,4,2,2
9875,Firehouse Subs,6,6,6,5,6,6,5,4,5,5,5,4,5,4,5,5,4,4,5,6,6,6,4,6,6,5,5,4,5,6,5,6,5,5,5,5,6,5,6,5,6
9889,Jimmy Johns,6,7,7,7,7,6,6,6,6,7,7,4,7,5,6,7,5,2,7,6,7,7,7,7,6,7,7,4,7,7,6,6,6,6,7,7,7,7,7,6,6
9889,Panera,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,6,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9918,Jersey Mikes,6,7,7,7,7,7,7,5,7,7,6,7,7,7,7,7,5,7,7,6,7,6,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,6,6
9918,Panera,7,5,4,7,7,6,6,6,4,7,6,7,4,7,5,5,6,6,7,7,7,4,4,7,4,5,7,7,6,,7,4,5,7,6,6,7,7,7,4,5
9925,Chipotle,5,6,7,6,7,5,6,5,5,7,7,,7,4,5,5,3,5,5,7,6,6,7,7,4,4,6,7,6,5,6,4,6,,6,6,6,7,4,7,6
9925,Panera,6,6,7,5,7,5,7,5,,6,5,,6,5,4,6,1,6,7,6,7,6,,6,7,7,5,6,,6,7,6,5,,5,5,5,7,6,6,7
9930,Firehouse Subs,4,5,5,4,5,5,4,5,4,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,6,5,5,4,4,5,4,5,5,5,5,5,6,4,4
9930,Jimmy Johns,2,4,5,4,4,5,5,5,4,5,4,3,4,4,4,3,4,3,4,5,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,3,4,4,5,4,3
9942,Subway,5,5,7,7,5,7,7,5,6,7,6,5,5,2,4,5,4,4,6,5,5,6,7,7,6,3,2,2,6,7,6,6,5,5,7,6,6,7,7,5,6
9942,McDonalds,6,5,6,7,5,6,5,4,5,5,7,6,5,2,5,5,6,6,4,6,7,6,1,4,3,7,6,2,6,7,4,6,1,2,6,5,5,6,6,6,6
9944,McDonalds,6,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
9948,Chipotle,7,6,7,5,6,7,7,6,7,7,6,7,5,5,6,7,7,6,6,5,5,6,5,6,7,6,5,6,6,7,6,6,6,5,6,7,6,7,5,7,6
9948,Firehouse Subs,6,5,6,7,6,6,7,6,6,6,7,7,5,6,5,6,6,5,6,6,6,5,7,5,6,5,7,7,7,7,6,7,6,7,6,7,7,6,7,6,7
9950,Subway,7,6,7,7,7,6,7,6,7,7,7,6,7,7,7,7,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,6,7,5,5,7,6,7,7,6,6
9950,Jersey Mikes,7,7,7,7,7,7,7,7,7,5,6,7,7,7,6,7,7,7,4,6,6,6,6,7,7,7,7,7,7,7,7,5,5,7,6,7,7,6,7,6,7
9960,Firehouse Subs,5,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,5,6,6,5,5,6,5,6,6,6,6,6,6,5,6,5,5,6,6,6
9960,Panera,5,5,5,5,5,5,5,6,5,6,5,5,5,6,5,5,5,5,6,5,5,5,5,5,5,5,6,6,5,5,6,5,5,6,5,5,5,5,6,5,5
9968,Chipotle,6,7,7,6,6,6,7,5,6,7,7,7,6,7,6,6,7,7,6,7,6,7,6,7,7,7,7,6,6,7,7,7,6,6,6,6,7,6,7,6,7
9968,Jimmy Johns,6,6,6,7,7,7,6,7,6,7,7,6,7,6,7,7,6,6,7,,7,7,6,7,7,5,7,6,7,7,7,7,6,6,7,6,7,7,7,5,6
9972,Jersey Mikes,4,7,5,4,4,5,4,5,4,6,4,,3,2,1,3,1,,5,5,5,,6,4,5,,4,6,7,7,,5,4,4,6,5,5,5,5,1,4
9972,Panera,5,7,5,6,5,6,6,,4,6,5,,5,3,5,4,,5,5,5,5,5,4,4,6,5,3,5,5,6,5,5,4,5,6,5,5,6,5,,
9977,McDonalds,3,3,2,3,2,4,1,2,2,4,2,2,6,6,2,6,2,2,2,5,6,1,2,5,2,5,5,6,2,2,2,3,2,2,2,2,2,2,2,2,2
9977,Panera,6,5,5,5,4,4,4,3,4,5,4,4,2,2,3,4,4,,4,4,5,4,,6,7,4,6,,6,6,6,5,4,,5,4,4,4,5,4,6
9979,Firehouse Subs,7,7,7,6,7,6,6,6,6,6,6,7,6,7,7,6,7,6,6,7,7,6,7,7,7,6,6,7,7,7,7,6,7,6,6,6,7,6,6,6,6
9979,Jimmy Johns,7,7,6,7,7,7,6,6,7,6,7,6,6,6,7,7,6,7,6,6,7,6,7,7,6,6,7,6,7,6,7,6,6,7,7,6,6,7,7,7,6
9991,Chipotle,5,4,5,4,4,4,5,4,3,3,5,5,5,4,5,4,3,4,4,5,5,5,5,6,3,7,3,5,6,5,4,7,4,5,4,5,4,4,,4,5
9991,Jersey Mikes,7,7,7,5,6,7,6,4,5,7,7,4,6,4,5,6,2,3,6,6,5,5,7,6,6,5,4,5,6,5,6,5,6,5,7,6,7,5,7,6,6
10018,Chipotle,6,5,7,7,6,6,7,6,5,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,6,6,6,7,7,6,5,6,7,7,6,7,7,7,5,6,7
10018,Jimmy Johns,6,7,7,6,6,6,6,5,5,6,5,5,6,6,7,5,6,7,6,6,6,5,6,6,5,7,6,7,5,5,5,6,5,7,7,6,6,5,6,7,6
10023,Subway,7,7,7,7,5,7,6,7,7,7,7,7,7,7,7,7,4,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7
10023,Jersey Mikes,4,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10066,Chipotle,4,5,4,4,4,4,4,4,3,3,5,3,4,4,4,3,3,3,4,3,5,5,6,6,4,4,3,2,5,5,4,3,4,4,6,4,5,4,2,4,5
10066,Firehouse Subs,4,5,5,4,5,6,4,3,3,4,4,4,4,5,5,4,4,4,4,5,4,5,5,5,5,5,4,4,5,5,4,5,4,3,5,5,4,4,5,3,5
10083,Firehouse Subs,6,6,7,7,5,7,5,6,5,7,4,6,6,4,6,4,6,7,7,5,6,6,6,6,6,6,7,7,6,5,5,5,6,5,7,5,5,6,6,7,5
10083,Jimmy Johns,6,7,6,6,5,7,4,6,7,7,6,5,7,5,6,5,7,7,6,5,5,6,5,6,5,7,7,4,5,7,4,6,6,6,7,7,7,7,7,6,5
10101,Subway,2,4,3,1,4,4,3,3,2,4,4,,1,1,1,1,1,1,1,4,3,1,5,6,3,2,4,1,4,4,1,4,4,1,4,5,4,4,4,1,4
10101,McDonalds,4,4,4,3,5,4,3,,2,4,4,,4,4,4,3,4,5,3,4,6,3,4,4,3,6,6,2,4,5,4,4,4,4,2,3,3,4,,4,4
10107,Firehouse Subs,6,7,7,7,7,7,5,7,7,7,7,7,7,5,5,7,5,7,6,7,6,6,7,7,6,7,6,5,6,6,5,5,5,5,7,7,7,5,7,6,7
10107,Panera,7,7,7,5,6,7,7,7,7,7,5,5,7,5,6,5,6,7,7,7,7,7,7,7,7,7,6,2,7,7,7,7,7,6,7,7,7,7,7,7,7
10115,Subway,7,6,7,6,7,6,5,4,5,6,7,6,6,5,5,5,4,4,6,7,6,6,7,6,6,4,4,3,6,6,5,4,6,5,6,6,6,6,6,5,6
10115,Panera,4,5,4,3,4,4,5,4,4,5,4,4,3,4,3,4,4,3,5,4,5,5,4,5,4,4,5,1,5,5,4,5,5,4,4,4,5,5,5,4,5
10137,Chipotle,5,5,5,3,4,5,5,3,3,4,5,,5,3,5,4,4,,5,4,3,5,5,2,4,5,2,,4,4,5,5,,3,5,4,4,5,2,4,5
10137,Jersey Mikes,4,5,4,3,4,5,4,3,3,3,5,,4,3,5,4,3,5,3,5,5,5,5,5,4,2,2,,4,4,3,5,,3,3,4,4,3,5,3,4
10139,Subway,7,7,7,7,7,7,7,,7,7,7,,7,7,7,7,7,,7,7,7,7,7,7,7,,5,,7,7,7,7,7,7,7,7,7,7,7,7,7
10139,McDonalds,5,6,7,4,7,7,,7,5,6,7,,7,7,7,7,7,,5,1,7,3,4,5,3,,7,,7,7,5,7,7,7,7,7,3,4,7,4,5
10152,Jersey Mikes,5,5,6,6,5,4,5,6,5,6,5,6,5,6,5,4,6,7,6,5,6,6,5,6,5,6,6,5,5,5,5,6,5,6,5,5,5,5,6,5,5
10152,Jimmy Johns,5,7,6,6,4,6,5,6,6,6,5,5,5,5,7,6,5,6,6,5,6,5,5,6,5,6,6,7,6,5,7,6,5,5,4,5,6,4,5,6,5
10153,Firehouse Subs,6,5,5,4,7,6,4,5,7,5,4,6,6,5,7,6,5,6,7,7,6,6,6,6,5,7,5,5,5,6,4,5,7,4,5,5,7,6,7,5,6
10153,Jimmy Johns,6,6,6,6,6,6,6,5,6,7,5,7,5,7,5,6,5,7,5,6,6,5,6,7,6,7,4,4,5,6,6,5,5,6,5,6,7,5,5,6,5
10162,Chipotle,6,7,7,7,6,6,7,6,7,7,6,7,6,7,7,7,7,7,6,7,7,6,7,7,7,6,6,6,6,7,7,7,6,7,7,6,7,6,7,7,6
10162,Panera,7,7,6,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7
10178,Chipotle,6,7,7,6,7,7,7,6,7,7,6,7,5,7,6,7,6,6,7,6,7,7,6,7,7,7,6,7,7,7,7,6,6,6,7,7,7,7,6,6,6
10178,Firehouse Subs,6,6,7,7,6,7,7,7,6,7,6,7,7,7,6,7,7,6,7,7,7,7,6,7,6,7,7,7,5,7,7,7,7,7,7,7,7,6,7,7,6
10195,Jersey Mikes,7,7,7,7,7,7,6,6,6,7,6,7,7,7,7,7,7,7,7,6,6,6,6,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7
10195,McDonalds,7,7,7,7,7,6,7,6,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,6
10200,McDonalds,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
10200,Panera,6,6,7,7,6,6,6,6,6,7,6,5,6,4,4,4,6,,5,5,6,4,6,6,5,5,7,,5,6,5,6,5,7,6,6,6,6,7,4,6
10212,Chipotle,6,6,6,7,6,6,6,6,6,5,6,6,6,6,5,7,5,7,6,6,6,5,5,6,6,7,6,6,7,7,6,7,7,5,7,6,5,6,6,6,7
10212,Firehouse Subs,6,6,7,6,6,5,6,7,6,6,6,6,5,6,7,6,6,7,6,6,6,5,6,6,7,6,6,7,7,7,6,7,7,6,7,6,6,6,5,6,6
10221,Subway,4,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,2,2,3,3,2,2,3,2,2
10221,McDonalds,5,6,6,5,5,6,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,6,5,6,6,5,5,6,5,4,5,5,6,5,4,6,5,6,5
10240,Subway,4,4,4,1,3,4,4,4,4,5,4,,1,1,3,1,4,,,,4,,5,5,3,5,3,6,,,,,,,2,4,5,4,4,1,4
10240,Firehouse Subs,4,4,2,1,5,4,,,4,5,7,,1,1,2,1,1,,,,4,,6,5,,5,1,6,,,,,,,4,6,6,6,5,,
10247,Jimmy Johns,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,3,5,3,4,4,4,5,4,5,4,5,4,6,5,5,5,5,4,5,5,5,5,4,5,4
10247,Panera,4,4,5,4,5,5,5,4,5,5,3,4,3,4,3,5,4,4,4,5,4,5,4,5,4,4,4,3,5,6,5,5,4,5,5,6,5,6,5,5,4
10266,Chipotle,5,5,6,5,5,5,6,5,5,6,6,5,6,4,5,5,4,4,5,5,7,,,7,6,6,3,7,6,,,,,,6,6,6,6,,6,5
10266,McDonalds,6,6,6,5,6,7,3,4,5,6,6,5,5,4,5,5,5,6,6,,6,,,6,6,6,5,6,6,6,6,6,,6,5,6,5,4,5,5,5
10283,Jersey Mikes,7,7,7,7,6,6,6,7,7,7,7,6,7,3,5,6,5,5,7,7,7,7,4,7,7,6,6,1,6,7,7,7,4,7,7,6,7,7,7,6,7
10283,Jimmy Johns,4,5,4,4,4,5,3,4,5,4,6,4,4,2,3,3,3,4,3,3,4,3,5,3,4,5,3,1,4,5,2,5,3,5,4,5,4,4,4,5,4
10305,Jersey Mikes,7,2,5,4,3,3,7,4,5,4,5,3,5,6,3,4,5,4,2,4,6,3,1,2,3,5,2,3,3,4,3,5,4,5,6,4,5,4,4,3,5
10305,Jimmy Johns,5,4,3,5,5,3,3,7,4,4,3,3,2,2,5,6,4,4,2,4,4,3,5,5,3,4,5,5,6,6,4,4,5,4,4,2,5,4,6,5,4
10329,Subway,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,5,6,6,7,6,6,5,7,6,7,7,7,7,7,7,7
10329,Chipotle,6,7,7,7,7,7,7,6,7,7,7,7,7,5,7,6,7,5,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,,7,7
10359,Subway,4,3,4,3,1,3,1,6,4,2,5,3,2,1,4,3,5,2,3,4,6,4,6,4,4,4,4,4,2,4,3,4,5,2,3,2,4,3,5,5,3
10359,Jimmy Johns,4,3,3,4,4,,5,4,3,5,4,4,3,1,3,4,4,5,4,6,3,6,5,4,3,5,5,4,2,6,4,4,3,4,5,5,5,3,3,5,4
